recommendation_status,risk_level,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,gap_priority,gap_score,missing_blockers,estimated_fields_to_replace,health_context,recommendation_reason,required_before_enable
cautious_enable_only,low,Hills,Hill's PD Feline k/d Kidney Care με Κοτόπουλο 3kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-k-d-kidney-care-με-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline Metabolic Weight Management με Κοτόπουλο 3kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-metabolic-weight-management-με-κοτοπουλο-cat-dry-gr-gatoskilo,medium,48,,,weight_control,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline On Care με Κοτόπουλο 1.5kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-on-care-με-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline r/d Weight Reduction με Κοτόπουλο 3kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-r-d-weight-reduction-με-κοτοπουλο-cat-dry-gr-gatoskilo,medium,48,,,weight_control,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline w/d Multi Benefit με Κοτόπουλο 3kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-w-d-multi-benefit-με-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline y/d Thyroid Care 1.5kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-y-d-thyroid-care-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's PD Feline z/d Food Sensitivities Active Biome+ 1.5kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-z-d-food-sensitivities-active-biome-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Αρνί & Ρύζι 1.5kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-αρνι-and-ρυζι-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Κοτόπουλο 15kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Τόνος 300gr,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-τονοσ-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Hairball & Perfect Coat Κοτόπουλο 1.5kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-hairball-and-perfect-coat-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Medium Αρνί & Ρύζι 2.5kg,dog,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-medium-αρνι-and-ρυζι-dog-dry-gr-gatoskilo,medium,52,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Adult Oral Care 1.5kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-oral-care-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Mature Adult Κοτόπουλο 3kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-mature-adult-κοτοπουλο-cat-dry-gr-gatoskilo,medium,40,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Hills,Hill's SP Mature Sterilised Cat Κοτόπουλο 3kg,cat,dry,,needs_review,retailer,hills-hill-s-sp-mature-sterilised-cat-κοτοπουλο-cat-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
eligible_after_admin_choice,low,Josera,Josera Active Nature,dog,dry,adult,needs_review,official,josera-active-nature-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera FESTIVAL,dog,dry,adult,needs_review,official,josera-festival-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera FIESTAPLUS,dog,dry,adult,needs_review,official,josera-fiestaplus-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera GASTRO DOG DRY,dog,dry,adult,needs_review,official,josera-gastro-dog-dry-dog-dry-eu-official,medium,54,,,gi_support,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera HEART DOG DRY,dog,dry,adult,needs_review,official,josera-heart-dog-dry-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera HIGH PROTEIN CHICKEN,dog,dry,adult,needs_review,official,josera-high-protein-chicken-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera HIGH PROTEIN SEA FISH,dog,dry,adult,needs_review,official,josera-high-protein-sea-fish-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera HYPOALLERGENIC DOG DRY,dog,dry,adult,needs_review,official,josera-hypoallergenic-dog-dry-dog-dry-eu-official,medium,42,,,allergy,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera KNUSPIES,dog,dry,adult,needs_review,official,josera-knuspies-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera LAMB & SWEET POTATO,dog,dry,adult,needs_review,official,josera-lamb-sweet-potato-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera LIVER DOG DRY,dog,dry,adult,needs_review,official,josera-liver-dog-dry-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MEAT LOVERS PURE BEEF,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-beef-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MEAT LOVERS PURE CHICKEN,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-chicken-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MEAT LOVERS PURE TURKEY,dog,dry,adult,needs_review,official,josera-meat-lovers-pure-turkey-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MEDI/MAXI CHICKEN & RICE,dog,dry,adult,needs_review,official,josera-medi-maxi-chicken-rice-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MEDI/MAXI DUCK & SWEET POTATO,dog,dry,adult,needs_review,official,josera-medi-maxi-duck-sweet-potato-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MINI CHICKEN & RICE,dog,dry,adult,needs_review,official,josera-mini-chicken-rice-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MINI DUCK & POTATO,dog,dry,adult,needs_review,official,josera-mini-duck-potato-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MINI LAMB,dog,dry,adult,needs_review,official,josera-mini-lamb-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MINI LAMB & SWEET POTATO,dog,dry,adult,needs_review,official,josera-mini-lamb-sweet-potato-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera MINI SALMON & CHICKEN,dog,dry,adult,needs_review,official,josera-mini-salmon-chicken-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera OPTINESS,dog,dry,adult,needs_review,official,josera-optiness-dog-dry-eu-official,medium,34,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera SALMON & POTATO,dog,dry,adult,needs_review,official,josera-salmon-potato-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,Josera,Josera WEIGHT & DIABETIC DOG DRY,dog,dry,adult,needs_review,official,josera-weight-diabetic-dog-dry-dog-dry-eu-official,medium,42,,,weight_control,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG ACTIVE,dog,dry,adult,needs_review,official,josidog-active-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG ADULT SENSITIVE,dog,dry,adult,needs_review,official,josidog-adult-sensitive-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG AGILO SPORT,dog,dry,adult,needs_review,official,josidog-agilo-sport-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG ECONOMY,dog,dry,adult,needs_review,official,josidog-economy-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG LAMB BASIC,dog,dry,adult,needs_review,official,josidog-lamb-basic-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG MASTER MIX,dog,dry,adult,needs_review,official,josidog-master-mix-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
eligible_after_admin_choice,low,JosiDog,JOSIDOG MINI,dog,dry,adult,needs_review,official,josidog-mini-dog-dry-eu-official,medium,38,,,,No critical recommendation blocker was detected in the current artifacts.,Admin may enable based on commercial/brand decision.
cautious_enable_only,low,Kudo,Kudo Adriatic Fish Medium & Maxi Adult 12kg,dog,dry,adult,needs_review,retailer,kudo-adriatic-fish-medium-and-maxi-adult-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Kudo,Kudo Adriatic Lamb & Rice Medium & Maxi Adult 3kg,dog,dry,adult,needs_review,retailer,kudo-adriatic-lamb-and-rice-medium-and-maxi-adult-dog-dry-gr-gatoskilo,medium,40,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Kudo,Kudo Adriatic Red Meat & Vegetables Medium & Maxi Adult 3kg,dog,dry,adult,needs_review,retailer,kudo-adriatic-red-meat-and-vegetables-medium-and-maxi-adult-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Kudo,Kudo Chicken & Vegetables Adult All Breeds 12kg,dog,dry,adult,needs_review,retailer,kudo-chicken-and-vegetables-adult-all-breeds-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Kudo,Kudo Turkey & Duck Mini Adult 3kg,dog,dry,adult,needs_review,retailer,kudo-turkey-and-duck-mini-adult-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Complete 32/16 1.8kg,cat,dry,adult,needs_review,retailer,leonardo-adult-complete-32-16-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Duck 15kg,cat,dry,adult,needs_review,retailer,leonardo-adult-duck-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Fish 1.8kg,cat,dry,adult,needs_review,retailer,leonardo-adult-fish-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Fresh Duck Grain Free 4kg,cat,dry,adult,needs_review,retailer,leonardo-adult-fresh-duck-grain-free-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Fresh Salmon Grain Free 4kg,cat,dry,adult,needs_review,retailer,leonardo-adult-fresh-salmon-grain-free-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Grain Free Salmon 1.8kg,cat,dry,adult,needs_review,retailer,leonardo-adult-grain-free-salmon-cat-dry-gr-gatoskilo,medium,52,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Leonardo,Leonardo Adult Lamb 15kg,cat,dry,adult,needs_review,retailer,leonardo-adult-lamb-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Markus Mühle,Markus-Mühle Naturnahfutter,dog,dry,adult,needs_review,retailer,markus-muhle-markus-muhle-naturnahfutter-dog-dry-eu-retailer,medium,56,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Matisse,Matisse Chicken & Rice 10kg,cat,dry,,needs_review,retailer,matisse-chicken-and-rice-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Matisse,Matisse Chicken & Turkey 10kg,cat,dry,,needs_review,retailer,matisse-chicken-and-turkey-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Matisse,Matisse Sterilised 10kg,cat,dry,,needs_review,retailer,matisse-sterilised-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Matisse,Matisse Sterilised Salmon 1.5kg,cat,dry,,needs_review,retailer,matisse-sterilised-salmon-cat-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Τropical Selection Pork Adult Med/Maxi 10kg,dog,dry,adult,needs_review,retailer,n-and-d-τropical-selection-pork-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Brown Grain Free Lamb & Spirulina Adult Mini 2kg,dog,dry,adult,needs_review,retailer,n-and-d-brown-grain-free-lamb-and-spirulina-adult-mini-dog-dry-gr-gatoskilo,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Low Grain Chicken & Pomegranate Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-low-grain-chicken-and-pomegranate-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Low Grain Chicken & Pomegranate Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-low-grain-chicken-and-pomegranate-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Low Grain Lamb & Blueberry Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-low-grain-lamb-and-blueberry-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Low Grain Lamb & Blueberry Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-low-grain-lamb-and-blueberry-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Ocean Low Grain Cod & Orange Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-ocean-low-grain-cod-and-orange-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Ocean Low Grain Cod & Orange Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-ocean-low-grain-cod-and-orange-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,"N&D Ocean Low Grain Cod, Spelt, Oats & Orange 300gr",cat,dry,,needs_review,retailer,n-and-d-ocean-low-grain-cod-spelt-oats-and-orange-cat-dry-gr-gatoskilo,medium,32,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Boar & Apple Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-pumpkin-grain-free-boar-and-apple-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Chicken & Pomegranate Puppy Med/Maxi 12kg,dog,dry,puppy,needs_review,retailer,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-puppy-med-maxi-dog-dry-gr-gatoskilo,medium,52,,,puppy,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Codfish & Melon Kitten 1.5kg,cat,dry,kitten,needs_review,retailer,n-and-d-pumpkin-grain-free-codfish-and-melon-kitten-cat-dry-gr-gatoskilo,medium,44,,,kitten,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Duck 5kg,cat,dry,,needs_review,retailer,n-and-d-pumpkin-grain-free-duck-cat-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Lamb & Blueberry Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-pumpkin-grain-free-lamb-and-blueberry-adult-med-maxi-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Lamb & Blueberry Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-pumpkin-grain-free-lamb-and-blueberry-adult-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Lamb & Blueberry Puppy Mini 2.5kg,dog,dry,puppy,needs_review,retailer,n-and-d-pumpkin-grain-free-lamb-and-blueberry-puppy-mini-dog-dry-gr-gatoskilo,medium,56,,,puppy,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Lamb & Blueberry Sterilised 1.5kg,cat,dry,,needs_review,retailer,n-and-d-pumpkin-grain-free-lamb-and-blueberry-sterilised-cat-dry-gr-gatoskilo,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Quail 1.5kg,cat,dry,,needs_review,retailer,n-and-d-pumpkin-grain-free-quail-cat-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Quail Sterilised 1.5kg,cat,dry,,needs_review,retailer,n-and-d-pumpkin-grain-free-quail-sterilised-cat-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Pumpkin Grain Free Venison 1.5kg,cat,dry,,needs_review,retailer,n-and-d-pumpkin-grain-free-venison-cat-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Digestion Lamb 1.5kg,cat,dry,,needs_review,retailer,n-and-d-quinoa-grain-free-digestion-lamb-cat-dry-gr-gatoskilo,medium,32,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Digestion Lamb 7kg,dog,dry,,needs_review,retailer,n-and-d-quinoa-grain-free-digestion-lamb-dog-dry-gr-gatoskilo,medium,32,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Duck Neutered Adult Med/Maxi 12kg,dog,dry,adult,needs_review,retailer,n-and-d-quinoa-grain-free-duck-neutered-adult-med-maxi-dog-dry-gr-gatoskilo,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Neutered Duck Adult Med/Maxi 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-quinoa-grain-free-neutered-duck-adult-med-maxi-dog-dry-gr-gatoskilo,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Neutered Duck Adult Mini 2.5kg,dog,dry,adult,needs_review,retailer,n-and-d-quinoa-grain-free-neutered-duck-adult-mini-dog-dry-gr-gatoskilo,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Skin & Coat Duck Mini 2.5kg,dog,dry,,needs_review,retailer,n-and-d-quinoa-grain-free-skin-and-coat-duck-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Skin & Coat Venison Mini 2.5kg,dog,dry,,needs_review,retailer,n-and-d-quinoa-grain-free-skin-and-coat-venison-mini-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,N&D,N&D Quinoa Grain Free Urinary Duck 1.5kg,cat,dry,,needs_review,retailer,n-and-d-quinoa-grain-free-urinary-duck-cat-dry-gr-gatoskilo,medium,52,,,urinary,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
